iter	Logloss
0	0.6700372585
1	0.6493102563
2	0.6303452098
3	0.6105261661
4	0.5894555112
5	0.5708343385
6	0.5501200874
7	0.5320846937
8	0.5156022609
9	0.4991119173
10	0.4848727726
11	0.4702658789
12	0.4570632014
13	0.4432293057
14	0.4298277995
15	0.4166437757
16	0.404893292
17	0.3930645782
18	0.3799275224
19	0.3695780905
20	0.3573947163
21	0.3459946876
22	0.3357732901
23	0.3259844983
24	0.3163942402
25	0.3069619942
26	0.2976972207
27	0.2901308753
28	0.2838652849
29	0.2770544816
30	0.2690532006
31	0.2619790007
32	0.25492933
33	0.2489101801
34	0.2424409736
35	0.2366672171
36	0.2306938442
37	0.2250798367
38	0.2195917793
39	0.2148358096
40	0.2095394062
41	0.2045964052
42	0.1997248583
43	0.1952106633
44	0.1906899874
45	0.186241572
46	0.182399441
47	0.1784995972
48	0.1753204462
49	0.1716193338
50	0.1683084972
51	0.164378616
52	0.1611094907
53	0.1576744223
54	0.1547460874
55	0.1514851442
56	0.1486130227
57	0.1461490102
58	0.1436767189
59	0.1411916284
60	0.138853005
61	0.1367701312
62	0.1346437697
63	0.1329170851
64	0.1309209643
65	0.1289399245
66	0.1271759204
67	0.125306053
68	0.12346605
69	0.1217836406
70	0.1202703181
71	0.1186210713
72	0.1171545665
73	0.1156950351
74	0.1143327892
75	0.1129373391
76	0.1115455062
77	0.1102258015
78	0.1089828772
79	0.1078290485
80	0.1065135427
81	0.1053855743
82	0.1042780669
83	0.1032264009
84	0.1021425522
85	0.1011406329
86	0.1002053735
87	0.09941977279
88	0.09844436141
89	0.09753684147
90	0.09669255682
91	0.09590099062
92	0.09504807811
93	0.09446451342
94	0.09373044098
95	0.09315672821
96	0.09255041716
97	0.09179654729
98	0.09106373068
99	0.09035069863
100	0.08970095982
101	0.08898404713
102	0.08836130506
103	0.08777920666
104	0.08718301712
105	0.08662758651
106	0.08608404659
107	0.08552160506
108	0.0851152094
109	0.08459896312
110	0.08423293893
111	0.08374779827
112	0.08333312528
113	0.08290273673
114	0.08249333706
115	0.0820237312
116	0.08156121998
117	0.08113370853
118	0.08068355774
119	0.08030706317
120	0.08000095664
121	0.07967427432
122	0.07933324522
123	0.07898890444
124	0.07869192176
125	0.07836640736
126	0.07811154821
127	0.07774042437
128	0.0774179872
129	0.07713962727
130	0.07677008941
131	0.07649547893
132	0.076212949
133	0.07592476249
134	0.07568447573
135	0.07539732148
136	0.07515111754
137	0.07486848255
138	0.07454767841
139	0.07429950989
140	0.07401924245
141	0.07383452602
142	0.07363768844
143	0.07344815875
144	0.07321651429
145	0.07299924173
146	0.07281765648
147	0.07263417575
148	0.07241464549
149	0.07217405911
150	0.07195372646
151	0.07174314648
152	0.07150626193
153	0.0713336851
154	0.07115151437
155	0.07099806051
156	0.07073796619
157	0.07055930457
158	0.07041819578
159	0.07025942489
160	0.0700995406
161	0.06988251605
162	0.06973943112
163	0.06962590808
164	0.06947136834
165	0.06928629242
166	0.06913952114
167	0.06897987804
168	0.06884420129
169	0.06866148858
170	0.06847519579
171	0.06835885385
172	0.06825109027
173	0.06813399358
174	0.06799479667
175	0.06787012104
176	0.06769422328
177	0.0675580423
178	0.06741572294
179	0.06729369032
180	0.0671685061
181	0.06701066778
182	0.0669158392
183	0.06682447101
184	0.0666643593
185	0.06656951793
186	0.06642435124
187	0.06629873903
188	0.06615696169
189	0.06605380123
190	0.06593204079
191	0.0658178718
192	0.06568802758
193	0.06559169623
194	0.06547301013
195	0.06536809051
196	0.06528496134
197	0.06513104133
198	0.06505994014
199	0.06497340441
200	0.06489967197
201	0.06477497302
202	0.06467488692
203	0.06461221657
204	0.06454501463
205	0.06446366845
206	0.06439790367
207	0.0643058259
208	0.06423873934
209	0.06413535196
210	0.06401175623
211	0.06391377292
212	0.06380369325
213	0.06370685077
214	0.06364132338
215	0.06357399497
216	0.06348011744
217	0.0634338949
218	0.06334674437
219	0.06323108341
220	0.0631281881
221	0.06303621245
222	0.06293524859
223	0.06287565409
224	0.06278707512
225	0.06270090534
226	0.06258811002
227	0.0625020211
228	0.06243257574
229	0.06232123099
230	0.06225320309
231	0.06217924787
232	0.06209291699
233	0.06202145984
234	0.06195160127
235	0.0618715352
236	0.06180590576
237	0.06172285533
238	0.06166236917
239	0.06157631327
240	0.0615080085
241	0.06143662138
242	0.0613711674
243	0.0613093752
244	0.06125430735
245	0.06117881784
246	0.061098247
247	0.06102338257
248	0.06093826061
249	0.06087313647
250	0.06080681971
251	0.06074362804
252	0.06067772775
253	0.06061483836
254	0.0605395245
255	0.06049465538
256	0.0604323354
257	0.06035275613
258	0.06029527803
259	0.06025033009
260	0.06019614609
261	0.06014653696
262	0.06009538315
263	0.06004453406
264	0.05998011245
265	0.05992354113
266	0.05986683817
267	0.05982551136
268	0.05977511469
269	0.05972054821
270	0.05968098668
271	0.05963247653
272	0.05957478561
273	0.05951936746
274	0.05945655016
275	0.05940134748
276	0.05935272354
277	0.05930465631
278	0.05926142786
279	0.0592152215
280	0.05917493274
281	0.05911823039
282	0.05907372268
283	0.05902845995
284	0.0589771586
285	0.05893402064
286	0.05887236533
287	0.05882269109
288	0.05877987643
289	0.05873175206
290	0.05868956016
291	0.0586325456
292	0.05855380077
293	0.05850951165
294	0.05845929714
295	0.05840773113
296	0.05837286484
297	0.05832360016
298	0.05827034247
299	0.05822762552
300	0.05818790335
301	0.05814942204
302	0.05810672189
303	0.05806776975
304	0.05803020379
305	0.05799850369
306	0.05795740764
307	0.05789555285
308	0.05785068217
309	0.05780569813
310	0.0577692302
311	0.05771218241
312	0.05767811205
313	0.05763998387
314	0.05760024027
315	0.05757258592
316	0.05753512348
317	0.05751067259
318	0.0574699682
319	0.05743373401
320	0.05737123346
321	0.05732541532
322	0.05727790139
323	0.05725055525
324	0.0572141313
325	0.05718195206
326	0.05715860063
327	0.0571161824
328	0.05707916411
329	0.05703925227
330	0.05699217038
331	0.05696163923
332	0.05691735523
333	0.05688260936
334	0.05684116
335	0.05680159036
336	0.05677651572
337	0.05674822689
338	0.05671375457
339	0.05666569806
340	0.05663410325
341	0.05660256361
342	0.05654868897
343	0.05651832149
344	0.05645073522
345	0.05639765754
346	0.05636686031
347	0.05633787214
348	0.05630979714
349	0.05627506851
350	0.05624580044
351	0.05620658229
352	0.05618256679
353	0.05614895691
354	0.05612557453
355	0.05610173492
356	0.05607777785
357	0.05605513253
358	0.05601992257
359	0.05598466743
360	0.05595477551
361	0.05589255201
362	0.05586236362
363	0.05581306252
364	0.05577389222
365	0.05575050858
366	0.05572163861
367	0.05567089339
368	0.05565138167
369	0.05562494308
370	0.05560222012
371	0.05557518512
372	0.05554677461
373	0.05551601621
374	0.05548493937
375	0.05545368741
376	0.0554215299
377	0.05539947155
378	0.05537512508
379	0.05534758734
380	0.05531821759
381	0.05528430803
382	0.05525750026
383	0.05522572538
384	0.05519713917
385	0.0551685783
386	0.05513804449
387	0.05509523937
388	0.05505391525
389	0.05502577947
390	0.05499882879
391	0.05497457223
392	0.05494685997
393	0.05491672723
394	0.0548908206
395	0.05486753132
396	0.05484567943
397	0.05480821185
398	0.05478767381
399	0.05476126867
400	0.05473261868
401	0.05470719063
402	0.05468269057
403	0.05466300734
404	0.05464258364
405	0.05462164889
406	0.0546009441
407	0.05457509379
408	0.05454728738
409	0.05452962179
410	0.05450289564
411	0.05445993812
412	0.05443302548
413	0.05440745029
414	0.05437861966
415	0.05435664204
416	0.05432603172
417	0.05430694879
418	0.05428456514
419	0.0542592729
420	0.0542337004
421	0.05421159056
422	0.05418384825
423	0.05416079492
424	0.05412973174
425	0.05410804459
426	0.05409081418
427	0.05405887321
428	0.05403177286
429	0.0540089806
430	0.05398630374
431	0.05396932191
432	0.05395282054
433	0.05391757441
434	0.05389360007
435	0.05387798304
436	0.05385336388
437	0.0538151237
438	0.05378474014
439	0.05375856308
440	0.05373508
441	0.05371206802
442	0.05369522438
443	0.05367866715
444	0.0536577243
445	0.0536222824
446	0.05360105659
447	0.05358106824
448	0.05356408401
449	0.05354242271
450	0.05352317157
451	0.0535079841
452	0.05347325305
453	0.05345450487
454	0.05343690646
455	0.0534145
456	0.05338929355
457	0.05336680051
458	0.05333543249
459	0.05331344724
460	0.05329544619
461	0.05326101507
462	0.05323778193
463	0.05321795572
464	0.05320007638
465	0.05317320756
466	0.05313812361
467	0.05311730937
468	0.05309660064
469	0.05307084946
470	0.0530538975
471	0.0530397675
472	0.0530212384
473	0.05299959392
474	0.05297891515
475	0.05293818883
476	0.05289725986
477	0.05288323064
478	0.05284812218
479	0.05283135244
480	0.05280464325
481	0.05278483448
482	0.05276664155
483	0.05274800688
484	0.05273446032
485	0.05271724574
486	0.05269989105
487	0.05267994611
488	0.05265605626
489	0.05263875685
490	0.05261420496
491	0.05258150902
492	0.05256205718
493	0.05252849963
494	0.05251333622
495	0.05248953047
496	0.05247872165
