iter	Logloss
497	0.05246397131
498	0.05244702791
499	0.05242394099
500	0.05240471421
501	0.0523831684
502	0.05236849979
503	0.05234596406
504	0.05233033481
505	0.05231028801
506	0.05226974173
507	0.05225149435
508	0.05221895841
509	0.05219359921
510	0.05218404938
511	0.05216867364
512	0.05215620875
513	0.05212675733
514	0.05209053061
515	0.05207508133
516	0.05205588348
517	0.05203703401
518	0.05202096252
519	0.05200667135
520	0.05199425908
521	0.05197719867
522	0.05196256915
523	0.05194006137
524	0.05193235254
525	0.05191700051
526	0.05189807008
527	0.05188629794
528	0.05186357147
529	0.05184147475
530	0.05182043981
531	0.05180130668
532	0.05178701571
533	0.0517711819
534	0.05175338651
535	0.05173699837
536	0.05172570254
537	0.05170138097
538	0.05168813848
539	0.05166820197
540	0.05164985796
541	0.05161813981
542	0.05159713276
543	0.05157488492
544	0.05154870126
545	0.05152893534
546	0.05151134769
547	0.05149853535
548	0.05147703476
549	0.05145892323
550	0.05143637243
551	0.05142295384
552	0.05140628774
553	0.05138941525
554	0.05137026969
555	0.05135247923
556	0.05132990487
557	0.05131142204
558	0.05130215606
559	0.05126838398
560	0.05125735062
561	0.05124536214
562	0.05122182896
563	0.05120946301
564	0.05119327116
565	0.05117943535
566	0.05116097134
567	0.05114528562
568	0.05112679133
569	0.05111225662
570	0.05109833426
571	0.05106925231
572	0.05105280988
573	0.05103105156
574	0.05101545234
575	0.05099899573
576	0.05099164422
577	0.05097824312
578	0.05096560888
579	0.05095524529
580	0.05094647812
581	0.05093527443
582	0.05092740963
583	0.05089730662
584	0.05088364776
585	0.05087297923
586	0.05085295949
587	0.05083184664
588	0.05081698242
589	0.0508029665
590	0.05078759426
591	0.05077139825
592	0.05075142873
593	0.05073242392
594	0.05071946954
595	0.05069590274
596	0.0506828751
597	0.05066696088
598	0.05065198599
599	0.05064100716
600	0.05062664595
601	0.05060585392
602	0.0505893236
603	0.05057861458
604	0.0505381642
605	0.05051991944
606	0.05050384697
607	0.05048516043
608	0.05047247547
609	0.0504587296
610	0.05044976447
611	0.05043788873
612	0.05041861389
613	0.05039907078
614	0.05038547724
615	0.05037397175
616	0.05034883826
617	0.05033321135
618	0.05032565887
619	0.0503121973
620	0.05029074613
621	0.05027318169
622	0.05025588259
623	0.05024666377
624	0.0502368194
625	0.05021479275
626	0.05020285787
627	0.05019019417
628	0.05017571035
629	0.05014669187
630	0.05011533862
631	0.05010413477
632	0.05009105977
633	0.05008294245
634	0.05006105548
635	0.05004993815
636	0.05003425399
637	0.05001773082
638	0.05000728352
639	0.04999592239
640	0.0499772439
641	0.0499645854
642	0.04995207858
643	0.04993905036
644	0.04992581748
645	0.04991867783
646	0.04990777119
647	0.04989845934
648	0.049884745
649	0.0498620586
650	0.0498447032
651	0.04983129786
652	0.04981768818
653	0.04980978614
654	0.04979903286
655	0.04978930002
656	0.04977712297
657	0.04976478514
658	0.04975546904
659	0.04974300022
660	0.04972998527
661	0.04971845214
662	0.04970697878
663	0.04969842794
664	0.04968215699
665	0.04966731364
666	0.04966003463
667	0.04965497672
668	0.04964518746
669	0.04962576887
670	0.0496149008
671	0.04959727007
672	0.04957719752
673	0.04955750618
674	0.04954236854
675	0.04952956902
676	0.04951975811
677	0.04950687197
678	0.04949730955
679	0.0494834787
680	0.04947295214
681	0.0494523052
682	0.04943114306
683	0.04942123287
684	0.04941207634
685	0.04940157864
686	0.04939373552
687	0.0493801851
688	0.04937099896
689	0.04936099448
690	0.04934205738
691	0.04933418765
692	0.04932836381
693	0.04931578183
694	0.04930069737
695	0.04928203608
696	0.04926817284
697	0.04926119782
698	0.04924696255
699	0.04923719638
700	0.04922914158
701	0.04921690395
702	0.04920894165
703	0.04919893156
704	0.04918276809
705	0.04917226234
706	0.04916286054
707	0.04915551751
708	0.04914491431
709	0.0491389705
710	0.04913389835
711	0.04911537037
712	0.04909798572
713	0.04908369297
714	0.0490657376
715	0.04905170667
716	0.04904056154
717	0.04901724081
718	0.04900767047
719	0.04899383684
720	0.04898174226
721	0.04896118036
722	0.04895226555
723	0.04893850773
724	0.04892852256
725	0.04891177462
726	0.04890261689
727	0.04889313249
728	0.04887917209
729	0.04886729416
730	0.04885126614
731	0.04883864375
732	0.04882411311
733	0.04881517874
734	0.04879278426
735	0.04878631277
736	0.04877755309
737	0.04876346438
738	0.04875569339
739	0.04874114668
740	0.0487243214
741	0.0487152744
742	0.04870291644
743	0.04869314167
744	0.04867757723
745	0.04867265915
746	0.04866187295
747	0.04865535885
748	0.04864328273
749	0.04863794778
750	0.04862854809
751	0.04861812313
752	0.04859009254
753	0.04856736286
754	0.04855341947
755	0.04854007175
756	0.04853626408
757	0.04852362134
758	0.04850711739
759	0.04849707722
760	0.04848957617
761	0.04847715564
762	0.04846415796
763	0.04845769435
764	0.04844743565
765	0.04842604811
766	0.04841622105
767	0.04839765975
768	0.04838996598
769	0.04838003813
770	0.04836624149
771	0.04835896091
772	0.04834881844
773	0.04833608315
774	0.04832048725
775	0.04830884938
776	0.04829731955
777	0.04828189481
778	0.04827145803
779	0.04825663841
780	0.04824421741
781	0.04823106238
782	0.04821053344
783	0.04820029317
784	0.04818151547
785	0.04816374594
786	0.04815190438
787	0.04814360462
788	0.04812564014
789	0.04811657649
790	0.04810708816
791	0.04809460601
792	0.04807521835
793	0.04805786541
794	0.04804870562
795	0.04802817651
796	0.0480124694
797	0.04800119488
798	0.04799479996
799	0.04798767408
800	0.04797808976
801	0.04797194717
802	0.04796268723
803	0.04795560063
804	0.04794786342
805	0.04794278035
806	0.04793231509
807	0.04792392993
808	0.04791187308
809	0.04790373432
810	0.04789602768
811	0.04788704147
812	0.04788005863
813	0.04785271154
814	0.04784467167
815	0.04782571422
816	0.04781905347
817	0.04781096755
818	0.0477821922
819	0.04777121041
820	0.04776099375
821	0.04775072195
822	0.04773707735
823	0.04773000432
824	0.04771977921
825	0.04770718084
826	0.04769010808
827	0.04767812336
828	0.04766814152
829	0.04766077288
830	0.04765207299
831	0.04764185717
832	0.04763447757
833	0.04762745738
834	0.04760156181
835	0.04759138144
836	0.04758039666
837	0.04756822129
838	0.04755418878
839	0.04754441155
840	0.04753413925
841	0.04751835696
842	0.04750810423
843	0.04748687581
844	0.04746897596
845	0.04745943634
846	0.04744939104
847	0.04743562929
848	0.04742125791
849	0.04740708924
850	0.04739221442
851	0.04738064045
852	0.04735606087
853	0.04734289964
854	0.04733601165
855	0.04732764308
856	0.04731878798
857	0.04730556166
858	0.04729972283
859	0.0472943663
860	0.04728667311
861	0.04727975239
862	0.04726688293
863	0.04726048388
864	0.04725359597
865	0.04724376299
866	0.0472342644
867	0.04722135537
868	0.04721274216
869	0.04720437029
870	0.04719406736
871	0.04718095016
872	0.04717151343
873	0.0471610537
874	0.04715160046
875	0.04713940129
876	0.04712213599
877	0.04711241193
878	0.0471071589
879	0.04709745221
880	0.04708484487
881	0.0470761425
882	0.04706294328
883	0.04705014454
884	0.04703572425
885	0.04701682562
886	0.04700845286
887	0.04700319574
888	0.0469917432
889	0.04698197944
890	0.04697065102
891	0.04696112533
892	0.04694447614
893	0.04693814465
894	0.04693097179
895	0.04691916081
896	0.04691237455
897	0.04690258044
898	0.04689479262
899	0.04688722347
900	0.04687117592
901	0.04685593304
902	0.04684629312
903	0.04683687117
904	0.0468236534
905	0.04680550303
906	0.04679398976
907	0.04678148233
908	0.04677663878
909	0.04677015194
910	0.04676336611
911	0.04675888628
912	0.04674934758
913	0.0467419388
914	0.046725934
915	0.0467117691
916	0.04670256551
917	0.04669049832
918	0.0466817482
919	0.04667457953
920	0.04665760436
921	0.0466492964
922	0.04663631929
923	0.04663003383
924	0.04661999532
925	0.04661076688
926	0.04659334078
927	0.04658557355
928	0.04657220941
929	0.046562324
930	0.04655674987
931	0.04654315034
932	0.04653750598
933	0.0465333313
934	0.04652020762
935	0.04651418914
936	0.04650708386
937	0.04649705437
938	0.04649107024
939	0.04648211965
940	0.04646247747
941	0.04645582991
942	0.04644663493
943	0.04643089866
944	0.04642402
945	0.04641477084
946	0.04640714164
947	0.04639509164
948	0.04639063405
949	0.04638213328
950	0.04637584202
951	0.04636530361
952	0.04635743142
953	0.04635092906
954	0.04634481952
955	0.04633436241
956	0.04632569406
957	0.04631464262
958	0.04630833465
959	0.04629340644
960	0.04627409647
961	0.04626637593
962	0.04626004496
963	0.0462411169
964	0.04622371203
965	0.04621681478
966	0.04621183466
967	0.0461998469
968	0.0461865753
969	0.04618002953
970	0.04616902142
971	0.04615771945
972	0.04614826122
973	0.04613887819
974	0.04613027826
975	0.04612069991
976	0.0461124723
977	0.0461017554
978	0.04608572276
979	0.04607315862
980	0.04607047185
981	0.04606587989
982	0.04606114805
983	0.04605160892
984	0.04603204491
985	0.04602182012
986	0.04601374104
987	0.04600536682
988	0.04599576557
989	0.04598697129
990	0.04596785772
991	0.04595856394
992	0.04595343461
993	0.04594410383
994	0.04593984347
995	0.04593478713
996	0.04592580849
997	0.04591928222
998	0.04591494963
999	0.04590500727
